loss,binary_accuracy,precision,recall,auc,val_loss,val_binary_accuracy,val_precision,val_recall,val_auc,lr
0.7347576022148132,0.5351649522781372,0.5224846601486206,0.4909566342830658,0.5509895086288452,0.6888765096664429,0.5276217460632324,0.5597938299179077,0.13078035414218903,0.5828036665916443,1e-04
0.7053014039993286,0.5350613594055176,0.5237547755241394,0.4617929458618164,0.5469366312026978,0.6791360378265381,0.5805243253707886,0.5885465145111084,0.45533350110054016,0.6066955924034119,1e-04
0.6973111629486084,0.5383759140968323,0.5284855365753174,0.4547636806964874,0.5522608160972595,0.7906625866889954,0.5457631349563599,0.5219903588294983,0.7826714515686035,0.5482047200202942,1e-04
0.6928590536117554,0.5425708293914795,0.5336493253707886,0.45646607875823975,0.555051326751709,0.6749653816223145,0.5827481150627136,0.6311548948287964,0.33967718482017517,0.6178863048553467,1e-04
0.68168705701828,0.5718835592269897,0.5734590888023376,0.4606028199195862,0.5884361863136292,0.6862564086914062,0.5905898809432983,0.5721569657325745,0.6220775842666626,0.6337155699729919,1e-04
0.6779742240905762,0.5777875781059265,0.581549346446991,0.4637998044490814,0.5991061329841614,0.7164064049720764,0.5139278769493103,0.0,0.0,0.614011824131012,1e-04
0.6707892417907715,0.5913822650909424,0.598017156124115,0.48266297578811646,0.6174474954605103,0.6622238159179688,0.6116573214530945,0.7126903533935547,0.33782482147216797,0.6618256568908691,1e-04
0.6607804298400879,0.6100782155990601,0.6221839189529419,0.5009068846702576,0.6404244899749756,0.6490762829780579,0.6202012896537781,0.6661786437034607,0.43823742866516113,0.6718295216560364,1e-04
0.6291239261627197,0.6510176658630371,0.6600012183189392,0.5793938636779785,0.7001307010650635,0.6260287165641785,0.6425561904907227,0.7743871808052063,0.3729221820831299,0.7489652037620544,1e-04
0.5561406016349792,0.7165570259094238,0.7181782722473145,0.6847692728042603,0.7887421250343323,0.5938888192176819,0.6908941864967346,0.866149365901947,0.43025776743888855,0.8340669274330139,1e-04
0.4549073874950409,0.7896576523780823,0.7809458374977112,0.7875699996948242,0.868229329586029,0.4137788414955139,0.817415714263916,0.881815493106842,0.7207901477813721,0.9081596732139587,1e-04
0.38414379954338074,0.8308560848236084,0.8213101625442505,0.8327020406723022,0.9083450436592102,0.7438405752182007,0.6645599007606506,0.9270073175430298,0.3363833427429199,0.8609985113143921,1e-04
0.3447830379009247,0.8528406620025635,0.8447811603546143,0.8536598086357117,0.9268268346786499,0.4547112286090851,0.7871020436286926,0.9520123600959778,0.5920577645301819,0.9392645359039307,1e-04
0.3097108006477356,0.8704490065574646,0.8635762333869934,0.8706252574920654,0.9411196708679199,0.3096841275691986,0.8706694841384888,0.8416218757629395,0.9042118191719055,0.9446151852607727,1e-04
0.2867421507835388,0.8809104561805725,0.8740415573120117,0.8817347884178162,0.9496801495552063,0.2547655403614044,0.8917368650436401,0.8762549757957458,0.9047734141349792,0.9620366096496582,1e-04
0.2594628930091858,0.8951525092124939,0.8880380392074585,0.8970870971679688,0.9587153196334839,0.36042365431785583,0.8409410119056702,0.819990873336792,0.8624007701873779,0.9220337867736816,1e-04
0.24204568564891815,0.9039307832717896,0.8983994126319885,0.9043427109718323,0.963905394077301,0.32731330394744873,0.8572097420692444,0.7824662923812866,0.9780828356742859,0.968107283115387,1e-04
0.22819581627845764,0.9100160598754883,0.906318187713623,0.9084942936897278,0.9678751230239868,0.24462859332561493,0.898876428604126,0.892652690410614,0.9003849625587463,0.9652941226959229,1e-04
0.21088239550590515,0.9165415167808533,0.9112005829811096,0.9174713492393494,0.9724636077880859,0.33381780982017517,0.8611891269683838,0.9537943601608276,0.7507225275039673,0.9602542519569397,1e-04
0.19882141053676605,0.9229375123977661,0.9169134497642517,0.9250347018241882,0.9754217863082886,0.22694940865039825,0.9122191071510315,0.9214568734169006,0.8957129120826721,0.9702005982398987,1e-04
0.19639581441879272,0.923481285572052,0.9191800951957703,0.9235447645187378,0.9758708477020264,0.36429861187934875,0.8544007539749146,0.9760891199111938,0.7178993225097656,0.9676975607872009,1e-04
0.18186131119728088,0.9304987192153931,0.9265986680984497,0.93055260181427,0.9792795777320862,0.3228909373283386,0.8730102777481079,0.9485229849815369,0.7810693383216858,0.9661593437194824,1e-04
0.17497596144676208,0.9338909387588501,0.9289006590843201,0.9353926777839661,0.9805201292037964,0.2945654094219208,0.8836610317230225,0.9498860836029053,0.8030813932418823,0.9677813053131104,1e-04
0.16587507724761963,0.9378010034561157,0.934545636177063,0.9375366568565369,0.9824212193489075,0.2682996094226837,0.894077718257904,0.8719065189361572,0.9166465997695923,0.9604821801185608,1e-04
0.16427375376224518,0.9389662742614746,0.9351532459259033,0.939393937587738,0.9826793670654297,0.22380639612674713,0.9129213690757751,0.9062947034835815,0.9154624342918396,0.9711454510688782,1e-04
0.1549842655658722,0.9419700503349304,0.9387028217315674,0.9419578313827515,0.9845722913742065,0.2781943678855896,0.9011001586914062,0.8425964117050171,0.9792721271514893,0.9750684499740601,1e-04
0.14232146739959717,0.9470971822738647,0.9441518783569336,0.9470230340957642,0.9869595766067505,0.23206418752670288,0.9198268055915833,0.9093270301818848,0.92750483751297,0.970120906829834,1e-04
0.14875587821006775,0.9443782567977905,0.9400286078453064,0.9457455277442932,0.9856013059616089,0.29772675037384033,0.8930243253707886,0.8449414372444153,0.9552130699157715,0.9653609991073608,1e-04
0.1341189295053482,0.9495313167572021,0.9465539455413818,0.9496345520019531,0.9883759617805481,0.2722742259502411,0.8953651785850525,0.8528775572776794,0.9485082030296326,0.9662144780158997,1e-04
0.2110557109117508,0.9231705665588379,0.9178009629249573,0.9245091676712036,0.9728285670280457,0.2457970380783081,0.9081226587295532,0.8621801733970642,0.9653345942497253,0.9741395711898804,1e-04
0.11357926577329636,0.9586203098297119,0.9535548090934753,0.9615917801856995,0.9914981126785278,0.4369083642959595,0.8643492460250854,0.7875000238418579,0.9869847893714905,0.9697678089141846,5e-05
0.09872785210609436,0.966259241104126,0.9633899927139282,0.9672446250915527,0.9931060671806335,0.2513520419597626,0.9039091467857361,0.8871080279350281,0.9193548560142517,0.9667595028877258,5e-05
0.09763865917921066,0.9659226536750793,0.9647485613822937,0.965057373046875,0.9930915236473083,0.2830314636230469,0.9068351984024048,0.8654474020004272,0.9571394324302673,0.9698658585548401,5e-05
