loss,binary_accuracy,precision,recall,auc,val_loss,val_binary_accuracy,val_precision,val_recall,val_auc,lr
0.8192934989929199,0.8047798871994019,0.7967125177383423,0.8025862574577332,0.8951799273490906,0.937404453754425,0.7929376363754272,0.8410256505012512,0.7071077823638916,0.8778928518295288,1e-04
0.45625537633895874,0.9436923861503601,0.9388607144355774,0.9455624222755432,0.9860393404960632,0.8582773208618164,0.8240218758583069,0.874016523361206,0.7447372078895569,0.8972486853599548,1e-04
0.2421008050441742,0.962874174118042,0.9603496789932251,0.9632901549339294,0.9935315251350403,0.6840049624443054,0.8227992653846741,0.8504500985145569,0.770386815071106,0.8952450752258301,1e-04
0.13889071345329285,0.9726048707962036,0.9712458848953247,0.9723443388938904,0.9961931705474854,0.6636137366294861,0.8156498670578003,0.8390756249427795,0.7673555016517639,0.886769711971283,1e-04
0.10074198246002197,0.9783324599266052,0.9771898984909058,0.9781908392906189,0.9973387718200684,0.6459769010543823,0.8230686187744141,0.8542529344558716,0.7662127017974854,0.8964000940322876,1e-04
0.07804151624441147,0.9819523692131042,0.981259286403656,0.9815629124641418,0.9980074167251587,0.7926996946334839,0.8071742653846741,0.8488532900810242,0.7332735657691956,0.8776245713233948,1e-04
0.0642416775226593,0.9845883250236511,0.9838764667510986,0.984380304813385,0.9984427094459534,0.8120277523994446,0.8019935488700867,0.8110642433166504,0.7718287110328674,0.8717157244682312,1e-04
0.05466044694185257,0.9864888787269592,0.9860463738441467,0.9861199855804443,0.9987622499465942,0.8035404682159424,0.8311505317687988,0.8629323244094849,0.7753350734710693,0.8944470286369324,1e-04
0.0361928790807724,0.9921491742134094,0.9917237162590027,0.9921046495437622,0.9995015263557434,0.8239881992340088,0.821659505367279,0.852929949760437,0.7643668055534363,0.8865346908569336,2.5e-05
0.030323630198836327,0.9936095476150513,0.9934800863265991,0.9933528900146484,0.9995971322059631,0.7724428176879883,0.825389564037323,0.8562808632850647,0.7694244980812073,0.8914617896080017,2.5e-05
0.02764580212533474,0.9940083026885986,0.993801474571228,0.9938544631004333,0.9996552467346191,0.9029515981674194,0.8153597712516785,0.8358713388442993,0.7709943056106567,0.8775612115859985,2.5e-05
0.023202773183584213,0.9952718615531921,0.9950503706932068,0.9952095746994019,0.9997714757919312,0.8569604158401489,0.8230893611907959,0.8573005795478821,0.7624759674072266,0.8871750831604004,6.25e-06
0.022404635325074196,0.995494544506073,0.9955172538757324,0.9951985478401184,0.9997915029525757,0.8782305717468262,0.8216180205345154,0.8480947017669678,0.7705442905426025,0.8843528032302856,6.25e-06
0.020492585375905037,0.996027946472168,0.995945394039154,0.9958710074424744,0.9998174905776978,0.8609087467193604,0.8220946788787842,0.8515114188194275,0.7672800421714783,0.886496901512146,6.25e-06
0.020014211535453796,0.996178150177002,0.9961053133010864,0.9960203170776367,0.9998065829277039,0.8938342928886414,0.8214315176010132,0.853546679019928,0.7629803419113159,0.8839060068130493,1.5625e-06
0.019874319434165955,0.9962506294250488,0.9961484670639038,0.996127188205719,0.9998061060905457,0.8979337811470032,0.8192141652107239,0.8492161631584167,0.7630837559700012,0.8825938105583191,1.5625e-06
0.019468262791633606,0.9963645935058594,0.9961172342300415,0.9963935613632202,0.9998050928115845,0.8921447992324829,0.8202089071273804,0.8496515154838562,0.7649946808815002,0.8836284279823303,1.5625e-06
0.01978321000933647,0.9962195754051208,0.996031641960144,0.9961804151535034,0.9998397827148438,0.8942509889602661,0.8206647634506226,0.8512318134307861,0.7640880942344666,0.8827806711196899,3.90625e-07
