loss,binary_accuracy,precision,recall,auc,val_loss,val_binary_accuracy,val_precision,val_recall,val_auc,lr
1.0729602575302124,0.5062432289123535,0.4912012219429016,0.47966697812080383,0.5065670013427734,0.7422211766242981,0.4906367063522339,0.48264434933662415,0.6662653684616089,0.4876750409603119,0.01
0.6701605916023254,0.6130252480506897,0.6017234921455383,0.5999252796173096,0.6584928631782532,0.6250841617584229,0.658473789691925,0.6320290565490723,0.7117746472358704,0.7308986783027649,0.01
0.5778223872184753,0.7015439867973328,0.6882568001747131,0.7038697600364685,0.7688372731208801,0.6190074682235718,0.6729868650436401,0.6984219551086426,0.5756261944770813,0.742245614528656,0.01
0.5489397644996643,0.7283042073249817,0.7144715189933777,0.7331589460372925,0.7995006442070007,0.6178372502326965,0.7006086111068726,0.7133297920227051,0.6418593525886536,0.7726502418518066,0.01
0.5326584577560425,0.7428889870643616,0.728498101234436,0.7498399019241333,0.8161326050758362,0.6407043933868408,0.6711142063140869,0.6233241558074951,0.8172405362129211,0.7552297115325928,0.01
0.5158385634422302,0.7532511353492737,0.7409266829490662,0.7560702562332153,0.8311973810195923,0.6157039403915405,0.6982678174972534,0.6481202840805054,0.8300433158874512,0.7895005941390991,0.01
0.4981907308101654,0.7658411264419556,0.752895176410675,0.7703763246536255,0.8445048332214355,1.0050700902938843,0.6102527976036072,0.5579496026039124,0.9540091753005981,0.7765225172042847,0.01
0.471065491437912,0.7844412326812744,0.7724870443344116,0.7879483103752136,0.8631395101547241,0.7270421981811523,0.7071629166603088,0.7213730216026306,0.6477245092391968,0.7721208930015564,0.01
0.4034535884857178,0.8195171356201172,0.8070981502532959,0.8254069685935974,0.8985354900360107,0.5939592719078064,0.7241339087486267,0.6975159645080566,0.7638421058654785,0.7988976240158081,0.005
0.37802854180336,0.8345422744750977,0.8219684958457947,0.8414002656936646,0.9116818904876709,0.6752732992172241,0.7192181944847107,0.6873533725738525,0.7755053043365479,0.7998056411743164,0.005
0.37713778018951416,0.8363556265830994,0.8230613470077515,0.8444503545761108,0.912280797958374,0.6614499092102051,0.7290496230125427,0.7340289950370789,0.6942706108093262,0.8009926080703735,0.005
0.3240845203399658,0.8626236915588379,0.852627694606781,0.8667805194854736,0.9354459047317505,0.623989462852478,0.7371254563331604,0.7363455891609192,0.7146987915039062,0.8085519671440125,0.0025
